path,verdict,useless,reason,action,bytes,lines,parse_status,sha256_12
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469075.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2265,72,valid-json,9a90eb24976d
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469078.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2269,72,valid-json,9d70f50d9ac2
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469100.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2259,72,valid-json,2b9f35a8db26
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469105.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2275,72,valid-json,92fa523583e0
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469107.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2326,72,valid-json,4d9fa504d300
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469114.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2271,72,valid-json,3c959ea91a34
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469116.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2255,72,valid-json,345dbd91e8d4
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469123.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2352,72,valid-json,9f12071c38f5
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469131.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2296,72,valid-json,95ec8c25cd19
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469132.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2286,72,valid-json,366cea577b4e
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469133.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2262,72,valid-json,50d8211be4ec
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469143.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,3675,116,valid-json,4d8d393966c5
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469145.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2305,72,valid-json,356c84c27438
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469170.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2271,72,valid-json,d8de1edeb8b5
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469197.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2364,72,valid-json,3adf9c027252
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469201.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2253,72,valid-json,88c254d5ac2b
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469207.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2237,72,valid-json,1842e9e3c353
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469217.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2406,72,valid-json,c75e4eb9019b
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469219.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2266,72,valid-json,221e69432f4f
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469229.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2278,72,valid-json,eec7c7726d75
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469237.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2257,72,valid-json,397581d35430
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469245.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2962,90,valid-json,dc74863b620f
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469250.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2277,72,valid-json,896d24a198d0
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469251.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2285,72,valid-json,e206e79e9599
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469258.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2257,72,valid-json,97f03034e436
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469259.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2349,72,valid-json,18ede39da1ae
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-469599.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2227,72,valid-json,688357d8ee4f
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470184.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2297,72,valid-json,a508d76792ff
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470221.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2942,90,valid-json,848e4b92b828
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470223.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2303,72,valid-json,0bdc3f358865
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470227.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2276,72,valid-json,9abe16c221c7
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470228.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2362,72,valid-json,2bbc4ef82da1
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470230.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2278,72,valid-json,66d891d69833
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470245.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2252,72,valid-json,dce074fdf1fa
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470257.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2279,72,valid-json,2fbec4e2ed3f
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470278.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2286,72,valid-json,337c63c714cf
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470313.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2252,72,valid-json,a6287c9c0a6b
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470326.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2266,72,valid-json,85d70b52b2a6
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470340.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2262,72,valid-json,f377563e522c
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470360.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2276,72,valid-json,8df8a564355a
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470391.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2266,72,valid-json,12df64c96a18
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470401.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2264,72,valid-json,b226b993a6e0
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470407.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2284,72,valid-json,84bbe0e297e2
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470423.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2280,72,valid-json,d6e685b5c4fe
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470426.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2277,72,valid-json,9372dabdc953
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470439.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2276,72,valid-json,95b9554e70d7
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470451.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2242,72,valid-json,8e547ba3d735
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470466.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2280,72,valid-json,cef4d055cf79
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470473.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2246,72,valid-json,ec6fdb54cc2b
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470475.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2280,72,valid-json,e1877e53d0b5
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470500.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2272,72,valid-json,d6e1bbcaa84d
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470504.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2288,72,valid-json,1ed259b74892
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470526.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2285,72,valid-json,7fce650a57d1
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470537.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2282,72,valid-json,244518b74d58
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470549.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2288,72,valid-json,82e2cb2bbd06
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470550.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2283,72,valid-json,cd8764919e71
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470564.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2288,72,valid-json,4fb9cebf6bbf
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470580.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2278,72,valid-json,455ca92d313b
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470592.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2273,72,valid-json,a8f47cdd6734
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470644.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2254,72,valid-json,b400a799eaf0
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470659.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2431,72,valid-json,355e6b253392
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470683.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2272,72,valid-json,85df7c2b1483
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470687.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2277,72,valid-json,385ee03161c4
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470688.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2292,72,valid-json,520ab911df77
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470709.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2287,72,valid-json,533cf882354b
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470713.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2265,72,valid-json,d63e6bda688b
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470714.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2311,72,valid-json,11bafa0301eb
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470720.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2286,72,valid-json,7b23bd2fde36
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470736.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2276,72,valid-json,bd6b34269fad
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470737.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2296,72,valid-json,2a59e56083d4
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470739.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2280,72,valid-json,b0f77838442f
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470776.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2279,72,valid-json,c790307d600b
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470777.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2284,72,valid-json,4dc1ab96e573
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470786.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2293,72,valid-json,d7d4e8361831
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470817.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2260,72,valid-json,59175fc42c02
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470851.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2272,72,valid-json,eb4d9e60c146
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470886.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2266,72,valid-json,4ae47711c750
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470924.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2285,72,valid-json,69514dd08e68
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470956.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2274,72,valid-json,37c4ce02f633
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470978.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2290,72,valid-json,df88d2f12614
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-470996.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2284,72,valid-json,a909e1365b89
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471011.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2872,90,valid-json,bc2a6b3511a7
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471016.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2269,72,valid-json,572b01f3925c
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471018.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2293,72,valid-json,99a374d45688
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471031.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2299,72,valid-json,8eabe1dbf299
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471040.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2290,72,valid-json,cf32447d2ef3
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471041.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2948,90,valid-json,35288b016af2
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471047.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2362,72,valid-json,b6d4184d777a
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471089.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2298,72,valid-json,d6b310f536e2
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471098.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2256,72,valid-json,ee45836d57c2
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471099.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2290,72,valid-json,15705f1ea26d
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471105.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2276,72,valid-json,9d29acab0d81
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471112.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2272,72,valid-json,38f4d2caf847
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471120.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2278,72,valid-json,000170146bb6
frontend/public/data/cases/company-4-34143c6a-6a1b-4864-a68e-0d38c967b901-471125.json,KEEP_GENERATED_REVIEW,NO_IF_STATIC_MODE,"Valid static case shard; useful for public/offline results mode but should be generated, not hand-maintained.",Keep only with generator/provenance policy.,2251,72,valid-json,56f1af0e2972
